language,iso2,iso3,flores200,bcp47,microsoft_translator,google_translator,nllb,seamless_m4t,madlad_400,translategemma,gpt,deepseek
Gungu,,rub,,rub,0,0,0,0,0,0,1,1
Soga,,xog,,xog,0,0,0,0,0,0,1,1
Wayana,,way,,way,0,0,0,0,0,0,1,1
Ngiemboon,,nnh,,nnh,0,0,0,0,0,0,1,1
Sadri,,sck,,sck,0,0,0,0,0,0,1,1
Rajbanshi,,rjs,,rjs,0,0,0,0,0,0,1,1
Tampulma,,tpm,,tpm,0,0,0,0,0,0,1,1
Bahnar,,bdq,,bdq,0,0,0,0,0,0,1,1
Tamil,ta,tam,tam_Taml,ta,1,1,1,1,1,1,1,1
Kazakh,kk,kaz,kaz_Cyrl,kk,1,1,1,1,1,0,1,1
Icelandic,is,isl,isl_Latn,is,1,1,1,1,1,1,1,1
Nepali (individual language),,npi,npi_Deva,npi,0,0,1,1,0,0,1,1
Filipino,fil,fil,,fil,1,1,0,0,0,0,1,1
Macedonian,mk,mkd,mkd_Cyrl,mk,1,1,1,1,1,1,1,1
Afrikaans,af,afr,afr_Latn,af,1,1,1,1,1,0,1,1
Marathi,mr,mar,mar_Deva,mr,1,1,1,1,1,1,1,1
Georgian,ka,kat,kat_Geor,ka,1,1,1,1,1,0,1,1
Northern Uzbek,,uzn,uzn_Latn,uzn,0,0,1,1,0,0,1,1
Galician,gl,glg,glg_Latn,gl,1,1,1,1,1,0,1,1
Belarusian,be,bel,bel_Cyrl,be,0,1,1,1,1,0,1,1
Malayalam,ml,mal,mal_Mlym,ml,1,1,1,1,1,1,1,1
Gujarati,gu,guj,guj_Gujr,gu,1,1,1,1,1,1,1,1
Telugu,te,tel,tel_Telu,te,1,1,1,1,1,1,1,1
Burmese,my,mya,mya_Mymr,my,1,1,1,1,1,0,1,1
Moroccan Arabic,,ary,ary_Arab,ary,0,0,1,1,0,0,1,1
Halh Mongolian,,khk,khk_Cyrl,khk,0,0,1,1,0,0,1,1
Kannada,kn,kan,kan_Knda,kn,1,1,1,1,1,1,1,1
Basque,eu,eus,eus_Latn,eu,1,1,1,1,1,0,1,1
Khmer,km,khm,khm_Khmr,km,1,1,1,1,1,0,1,1
Armenian,hy,hye,hye_Armn,hy,1,1,1,1,1,0,1,1
Swahili (individual language),sw,swh,swh_Latn,sw,1,1,1,1,1,1,1,1
Panjabi,pa,pan,pan_Guru,pa,1,1,1,1,1,0,1,1
Welsh,cy,cym,cym_Latn,cy,1,1,1,1,1,0,1,1
Norwegian Nynorsk,nn,nno,nno_Latn,nn,0,0,1,1,1,0,1,1
Sinhala,si,sin,sin_Sinh,si,1,1,1,0,1,0,1,1
Irish,ga,gle,gle_Latn,ga,1,1,1,1,1,0,1,1
Kirghiz,ky,kir,kir_Cyrl,ky,1,1,1,1,1,0,1,1
Tajik,tg,tgk,tgk_Cyrl,tg,0,1,1,1,1,0,1,1
Somali,so,som,som_Latn,so,1,1,1,1,1,0,1,1
Egyptian Arabic,,arz,arz_Arab,arz,0,0,1,1,0,0,1,1
Southern Pashto,,pbt,pbt_Arab,pbt,0,0,1,1,0,0,1,1
Odia,,ory,ory_Orya,ory,0,0,1,1,0,0,1,1
Betawi,,bew,,bew,0,0,0,0,1,0,1,1
Narom,,nrm,,nrm,0,0,0,0,0,0,1,1
Maltese,mt,mlt,mlt_Latn,mt,1,1,1,1,1,1,1,1
Najdi Arabic,,ars,ars_Arab,ars,0,0,1,0,0,0,1,1
Amharic,am,amh,amh_Ethi,am,1,1,1,1,1,0,1,1
Esperanto,eo,epo,epo_Latn,eo,0,1,1,0,1,0,1,1
Central Kurdish,,ckb,ckb_Arab,ckb,0,0,1,1,0,0,1,1
Northern Kurdish,,kmr,kmr_Latn,kmr,0,0,1,0,0,0,1,1
Fiji Hindi,,hif,,hif,0,0,0,0,0,0,1,1
Lao,lo,lao,lao_Laoo,lo,1,1,1,1,1,0,1,1
Luxembourgish,lb,ltz,ltz_Latn,lb,0,1,1,0,1,0,1,1
Tatar,tt,tat,tat_Cyrl,tt,1,1,1,0,1,0,1,1
Scottish Gaelic,gd,gla,gla_Latn,gd,0,1,1,0,1,0,1,1
Sindhi,sd,snd,snd_Arab,sd,1,1,1,1,1,0,1,1
Plateau Malagasy,,plt,plt_Latn,plt,0,0,1,0,0,0,1,1
Yue Chinese,,yue,yue_Hant,yue,0,0,1,1,1,0,1,1
Tibetan,bo,bod,bod_Tibt,bo,1,0,1,0,1,0,1,1
Javanese,jv,jav,jav_Latn,jv,0,1,1,1,1,0,1,1
Haitian,ht,hat,hat_Latn,ht,1,1,1,0,1,0,1,1
Cebuano,ceb,ceb,ceb_Latn,ceb,1,1,1,1,1,0,1,1
Hmong Daw,,mww,,mww,0,0,0,0,0,0,1,1
Western Frisian,fy,fry,,fy,0,1,0,0,1,0,1,1
Kinyarwanda,rw,kin,kin_Latn,rw,1,1,1,0,1,0,1,1
Maori,mi,mri,mri_Latn,mi,1,1,1,0,1,0,1,1
Xhosa,xh,xho,xho_Latn,xh,1,1,1,0,1,0,1,1
Uighur,ug,uig,uig_Arab,ug,1,1,1,0,1,0,1,1
Papiamento,,pap,pap_Latn,pap,0,0,1,0,1,0,1,1
Faroese,fo,fao,fao_Latn,fo,1,0,1,0,1,0,1,1
Turkmen,tk,tuk,tuk_Latn,tk,1,1,1,0,1,0,1,1
Assamese,as,asm,asm_Beng,as,1,1,1,1,1,0,1,1
Eastern Yiddish,,ydd,ydd_Hebr,ydd,0,0,1,0,0,0,1,1
Samoan,sm,smo,smo_Latn,sm,1,1,1,0,1,0,1,1
Dhivehi,dv,div,,dv,1,1,0,0,1,0,1,1
Bashkir,ba,bak,bak_Cyrl,ba,1,0,1,0,1,0,1,1
Southern Sotho,st,sot,sot_Latn,st,1,1,1,0,1,0,1,1
Corsican,co,cos,,co,0,1,0,0,1,0,1,1
Western Armenian,,hyw,,hyw,0,0,0,0,0,0,1,1
Igbo,ig,ibo,ibo_Latn,ig,1,1,1,1,1,0,1,1
Hawaiian,haw,haw,,haw,0,1,0,0,1,0,1,1
Sundanese,su,sun,sun_Latn,su,0,1,1,0,1,0,1,1
Zulu,zu,zul,zul_Latn,zu,1,1,1,1,1,0,1,1
Nyanja,ny,nya,nya_Latn,ny,1,1,1,1,1,1,1,1
Yoruba,yo,yor,yor_Latn,yo,1,1,1,1,1,0,1,1
Shona,sn,sna,sna_Latn,sn,1,1,1,1,1,0,1,1
Lushai,,lus,lus_Latn,lus,0,0,1,0,1,0,1,1
Asturian,,ast,ast_Latn,ast,0,0,1,0,0,0,1,1
Southern Kurdish,,sdh,,sdh,0,0,0,0,0,0,1,1
Yakut,,sah,,sah,0,0,0,0,1,0,1,1
Chuvash,,chv,,chv,0,0,0,0,0,0,1,1
Occitan (post 1500),oc,oci,oci_Latn,oc,0,0,1,0,1,0,1,1
South Azerbaijani,,azb,azb_Arab,azb,0,0,1,0,0,0,1,1
Tigrinya,ti,tir,tir_Ethi,ti,1,1,1,0,1,0,1,1
Low German,,nds,,nds,0,0,0,0,1,0,1,1
Neapolitan,,nap,,nap,0,0,0,0,0,0,1,1
Swiss German,,gsw,,gsw,0,0,0,0,0,0,1,1
Hakha Chin,,cnh,,cnh,0,0,0,0,1,0,1,1
Breton,,bre,,bre,0,0,0,0,0,0,1,1
Ossetian,os,oss,,os,0,0,0,0,1,0,1,1
Angika,,anp,,anp,0,0,0,0,0,0,1,1
Northern Sami,se,sme,,se,0,0,0,0,1,0,1,1
Hiligaynon,,hil,,hil,0,0,0,0,1,0,1,1
Sanskrit,sa,san,san_Deva,sa,1,1,1,0,1,0,1,1
Romansh,rm,roh,,rm,0,0,0,0,1,0,1,1
Rundi,rn,run,run_Latn,rn,0,0,1,0,1,0,1,1
Rusyn,,rue,,rue,0,0,0,0,0,0,1,1
Bavarian,,bar,,bar,0,0,0,0,0,0,1,1
Levantine Arabic,,apc,apc_Arab,apc,0,0,1,0,0,0,1,1
West Central Oromo,,gaz,gaz_Latn,gaz,0,0,1,1,0,0,1,1
Seselwa Creole French,,crs,,crs,0,0,0,0,0,0,1,1
Crimean Tatar,,crh,crh_Latn,crh,0,0,1,0,0,0,1,1
Limburgish,,lim,lim_Latn,lim,0,0,1,0,0,0,1,1
Udmurt,,udm,,udm,0,0,0,0,0,0,1,1
Upper Sorbian,,hsb,,hsb,0,0,0,0,0,0,1,1
Kalaallisut,kl,kal,,kl,0,0,0,0,1,0,1,1
Kirmanjki (individual language),,kiu,,kiu,0,0,0,0,0,0,1,1
Eastern Mari,,mhr,,mhr,0,0,0,0,0,0,1,1
Maithili,mai,mai,mai_Deva,mai,1,1,1,1,0,0,1,1
Friulian,,fur,fur_Latn,fur,0,0,1,0,0,0,1,1
Western Panjabi,,pnb,,pnb,0,0,0,0,0,0,1,1
Khasi,,kha,,kha,0,0,0,0,0,0,1,1
Chechen,,che,,che,0,0,0,0,0,0,1,1
Sardinian,sc,srd,srd_Latn,sc,0,0,1,0,1,0,1,1
Ganda,lg,lug,lug_Latn,lg,0,1,1,1,1,0,1,1
Zeeuws,,zea,,zea,0,0,0,0,0,0,1,1
Lombard,,lmo,lmo_Latn,lmo,0,0,1,0,1,0,1,1
Lingala,ln,lin,lin_Latn,ln,1,1,1,0,1,0,1,1
Gurani,,hac,,hac,0,0,0,0,0,0,1,1
Fijian,fj,fij,fij_Latn,fj,1,0,1,0,1,0,1,1
Old Norse,,non,,non,0,0,0,0,0,0,1,1
Aragonese,,arg,,arg,0,0,0,0,0,0,1,1
Tuvinian,,tyv,,tyv,0,0,0,0,0,0,1,1
Dzongkha,dz,dzo,dzo_Tibt,dz,0,0,1,0,1,0,1,1
Balinese,,ban,ban_Latn,ban,0,0,1,0,1,0,1,1
Vlax Romani,,rmy,,rmy,0,0,0,0,0,0,1,1
Tunisian Arabic,,aeb,aeb_Arab,aeb,0,0,1,0,0,0,1,1
Iloko,,ilo,ilo_Latn,ilo,0,0,1,0,1,0,1,1
Newari,,new,,new,0,0,0,0,1,0,1,1
Iban,,iba,,iba,0,0,0,0,0,0,1,1
Balkan Romani,,rmn,,rmn,0,0,0,0,0,0,1,1
Ewe,ee,ewe,ewe_Latn,ee,0,1,1,0,1,0,1,1
Bhojpuri,bho,bho,bho_Deva,bho,1,1,1,0,0,0,1,1
Chhattisgarhi,,hne,hne_Deva,hne,0,0,1,0,0,0,1,1
Walloon,wa,wln,,wa,0,0,0,0,1,0,1,1
Piemontese,,pms,,pms,0,0,0,0,0,0,1,1
Komi-Zyrian,,kpv,,kpv,0,0,0,0,0,0,1,1
Batak Toba,,bbc,,bbc,0,0,0,0,1,0,1,1
Tsonga,ts,tso,tso_Latn,ts,0,1,1,0,1,0,1,1
Russia Buriat,,bxr,,bxr,0,0,0,0,0,0,1,1
Paraguayan Guaraní,gn,gug,grn_Latn,gn,0,1,1,0,1,0,1,1
North Ndebele,,nde,,nde,0,0,0,0,0,0,1,1
Pedi,nso,nso,nso_Latn,nso,1,1,1,0,1,0,1,1
Tahitian,ty,tah,,ty,1,0,0,0,1,0,1,1
Tedim Chin,,ctd,,ctd,0,0,0,0,0,0,1,1
Tswana,tn,tsn,tsn_Latn,tn,1,0,1,0,1,0,1,1
Morisyen,,mfe,,mfe,0,0,0,0,0,0,1,1
Kachin,,kac,kac_Latn,kac,0,0,1,0,1,0,1,1
Kabyle,,kab,kab_Latn,kab,0,0,1,0,0,0,1,1
Scots,,sco,,sco,0,0,0,0,0,0,1,1
Kara-Kalpak,,kaa,,kaa,0,0,0,0,0,0,1,1
Sicilian,,scn,scn_Latn,scn,0,0,1,0,0,0,1,1
Mirandese,,mwl,,mwl,0,0,0,0,0,0,1,1
Gilaki,,glk,,glk,0,0,0,0,0,0,1,1
Tonga (Tonga Islands),to,ton,,to,1,0,0,0,1,0,1,1
Falam Chin,,cfm,,cfm,0,0,0,0,0,0,1,1
Dutch,nl,nld,nld_Latn,nl,1,1,1,1,1,1,1,1
Polish,pl,pol,pol_Latn,pl,1,1,1,1,1,1,1,1
Indonesian,id,ind,ind_Latn,id,1,1,1,1,1,1,1,1
Vietnamese,vi,vie,vie_Latn,vi,1,1,1,1,1,1,1,1
Korean,ko,kor,kor_Hang,ko,1,1,1,1,1,1,1,1
Turkish,tr,tur,tur_Latn,tr,1,1,1,1,1,1,1,1
Persian,fa,fas,,fa,1,1,0,1,1,0,1,1
Swedish,sv,swe,swe_Latn,sv,1,1,1,1,1,1,1,1
Czech,cs,ces,ces_Latn,cs,1,1,1,1,1,1,1,1
Romanian,ro,ron,ron_Latn,ro,1,1,1,1,1,1,1,1
Standard Arabic,,arb,arb_Arab,arb,0,0,1,1,0,0,1,1
Norwegian Bokmål,nb,nob,nob_Latn,nb,1,0,1,1,1,0,1,1
Hungarian,hu,hun,hun_Latn,hu,1,1,1,1,1,1,1,1
Danish,da,dan,dan_Latn,da,1,1,1,1,1,1,1,1
Ukrainian,uk,ukr,ukr_Cyrl,uk,1,1,1,1,1,1,1,1
Thai,th,tha,tha_Thai,th,1,1,1,1,1,1,1,1
Modern Greek (1453-),el,ell,ell_Grek,el,1,1,1,1,1,1,1,1
Finnish,fi,fin,fin_Latn,fi,1,1,1,1,1,1,1,1
Bulgarian,bg,bul,bul_Cyrl,bg,1,1,1,1,1,1,1,1
Slovak,sk,slk,slk_Latn,sk,1,1,1,1,1,1,1,1
Hindi,hi,hin,hin_Deva,hi,1,1,1,1,1,1,1,1
Lithuanian,lt,lit,lit_Latn,lt,1,1,1,1,1,1,1,1
Bosnian,bs,bos,bos_Latn,bs,1,1,1,1,1,0,1,1
Hebrew,he,heb,heb_Hebr,he,1,1,1,1,1,0,1,1
Catalan,ca,cat,cat_Latn,ca,1,1,1,1,1,0,1,1
Slovenian,sl,slv,slv_Latn,sl,1,1,1,1,1,1,1,1
Croatian,hr,hrv,hrv_Latn,hr,1,1,1,1,1,1,1,1
Standard Estonian,,ekk,,ekk,0,0,0,0,0,0,1,1
Bengali,bn,ben,ben_Beng,bn,1,1,1,1,1,1,1,1
Standard Malay,,zsm,zsm_Latn,zsm,0,0,1,0,0,0,1,1
Standard Latvian,,lvs,lvs_Latn,lvs,0,0,1,1,0,0,1,1
North Azerbaijani,,azj,azj_Latn,azj,0,0,1,1,0,0,1,1
Tosk Albanian,,als,als_Latn,als,0,0,1,0,0,0,1,1
Serbian,sr,srp,srp_Cyrl,sr,0,1,1,1,1,0,1,1
Urdu,ur,urd,urd_Arab,ur,1,1,1,1,1,1,1,1
English,en,eng,eng_Latn,en,1,1,1,1,1,1,1,1
Russian,ru,rus,rus_Cyrl,ru,1,1,1,1,1,1,1,1
Mandarin Chinese,,cmn,,cmn,0,0,0,1,0,0,1,1
Japanese,ja,jpn,jpn_Jpan,ja,1,1,1,1,1,1,1,1
German,de,deu,deu_Latn,de,1,1,1,1,1,1,1,1
Spanish,es,spa,spa_Latn,es,1,1,1,1,1,1,1,1
French,fr,fra,fra_Latn,fr,1,1,1,1,1,1,1,1
Italian,it,ita,ita_Latn,it,1,1,1,1,1,1,1,1
Portuguese,pt,por,por_Latn,pt,1,1,1,1,1,1,1,1
