language,lang_code,country,number_of_speakers,corpus_size,corpus_metric_used,cluster_class,cluster_name,category,family,script_type
Wè Northern,wob,Unknown,346000,45351,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Makaa,mcp,Unknown,230000,45283,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
San Miguel El Grande Mixtec,mig,Unknown,7500,45116,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Ngambay,sba,Unknown,2212000,44779,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
Cherokee,chr,Unknown,2100,44621,words,0,Cluster 0,Indigenous,Iroquoian,Non-Latin
Ngulu,ngp,Unknown,434000,43638,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ledo Kaili,lew,Unknown,409000,43552,words,0,Cluster 0,Indigenous,Austronesian,Latin
Magdalena Peñasco Mixtec,xtm,Unknown,9200,43388,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Arapaho,arp,Unknown,9000,42960,words,0,Cluster 0,Indigenous,Algic,Latin
Siksika,bla,Unknown,51000,42932,words,0,Cluster 0,Indigenous,Algic,Latin
Ikwere,ikw,Unknown,743000,42830,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Eastern Bontok,ebk,Unknown,8100,42829,words,0,Cluster 0,Indigenous,Austronesian,Latin
Mbukushu,mhw,Unknown,126000,42489,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Piapoco,pio,Unknown,18300,42462,words,0,Cluster 0,Indigenous,Maipurean,Latin
Pilagá,plg,Unknown,6100,42351,words,0,Cluster 0,Indigenous,Guaykuruan,Latin
Anuki,aui,Unknown,800,42327,words,0,Cluster 0,Indigenous,Austronesian,Latin
Dibabawon Manobo,mbd,Unknown,26000,42189,words,0,Cluster 0,Indigenous,Austronesian,Latin
Matsés,mcf,Unknown,6400,42077,words,0,Cluster 0,Indigenous,Panoan,Latin
Yareni Zapotec,zae,Unknown,3900,41965,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Ibanag,ibg,Unknown,956000,41173,words,0,Cluster 0,Indigenous,Austronesian,Latin
Vengo,bav,Unknown,45000,41140,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Mayangna,yan,Unknown,20800,40917,words,0,Cluster 0,Indigenous,Misumalpan,Latin
Bwaidoka,bwd,Unknown,9400,40711,words,0,Cluster 0,Indigenous,Austronesian,Latin
Cotabato Manobo,mta,Unknown,39500,40060,words,0,Cluster 0,Indigenous,Austronesian,Latin
Kutep,kub,Unknown,95200,40016,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Cerma,cme,Unknown,88200,39920,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Páez,pbb,Unknown,255000,39893,words,0,Cluster 0,Indigenous,Paezan,Latin
Tupuri,tui,Unknown,454000,39578,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Sekpele,lip,Unknown,23000,39303,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Vagla,vag,Unknown,19000,38909,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Sierra Negra Nahuatl,nsu,Unknown,31000,38660,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Sassarese Sardinian,sdc,Unknown,105000,38508,words,0,Cluster 0,Indigenous,Indo-European,Latin
Gor,gqr,Unknown,201000,38376,words,0,Cluster 0,Indigenous,Nilo-Saharan,Latin
Nomaande,lem,Unknown,20000,38300,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Nocte Naga,njb,Unknown,49300,38179,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Wapishana,wap,Unknown,15300,37286,words,0,Cluster 0,Indigenous,Maipurean,Latin
Yatzachi Zapotec,zav,Unknown,4000,36938,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Mbunda,mck,Unknown,563000,36821,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ignaciano,ign,Unknown,2200,36669,words,0,Cluster 0,Indigenous,Maipurean,Latin
Mundani,mnf,Unknown,98000,36363,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Moyon Naga,nmo,Unknown,2900,35751,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Pogolo,poy,Unknown,607000,35736,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Cofán,con,Unknown,3400,35481,words,0,Cluster 0,Indigenous,Language isolate,Latin
Jalapa De Díaz Mazatec,maj,Unknown,23000,35362,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Ghayavi,bmk,Unknown,5700,35324,words,0,Cluster 0,Indigenous,Austronesian,Latin
Kom (India),kmm,Unknown,20000,35322,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Uab Meto,aoz,Unknown,853000,35205,words,0,Cluster 0,Indigenous,Austronesian,Latin
Parkwa,pbi,Unknown,72000,35163,words,0,Cluster 0,Indigenous,Afro-Asiatic,Latin
Kuo,xuo,Unknown,36000,35129,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Northern East Cree,crl,Unknown,7100,35116,words,0,Cluster 0,Indigenous,Algic,Non-Latin
Duruma,dug,Unknown,607000,34938,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Gen,gej,Unknown,740000,34877,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Toba,tob,Unknown,143100,34841,words,0,Cluster 0,Indigenous,Guaykuruan,Latin
Yagua,yad,Unknown,9000,34768,words,0,Cluster 0,Indigenous,Yaguan,Latin
Duri,mvp,Unknown,151000,34758,words,0,Cluster 0,Indigenous,Austronesian,Latin
Wanga,lwg,Unknown,103000,34607,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Walmajarri,wmt,Unknown,300,34540,words,0,Cluster 0,Indigenous,Australian,Latin
Q'anjob'al,kjb,Unknown,311700,34525,words,0,Cluster 0,Indigenous,Mayan,Latin
Buhutu,bxh,Unknown,2600,34518,words,0,Cluster 0,Indigenous,Austronesian,Latin
Tikar,tik,Unknown,184000,34397,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Adamawa Fulfulde,fub,Unknown,7422100,34342,words,0,Cluster 0,Regional,Niger-Congo,Latin
Mochi,old,Unknown,1387000,33781,words,0,Cluster 0,Regional,Niger-Congo,Latin
Hrangkhol,hra,Unknown,8300,33692,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Adele,ade,Unknown,68000,33616,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Limos Kalinga,kmk,Unknown,16000,33434,words,0,Cluster 0,Indigenous,Austronesian,Latin
Lenje,leh,Unknown,282000,33246,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Manggarai,mqy,Unknown,809000,33235,words,0,Cluster 0,Indigenous,Austronesian,Latin
Alacatlatzala Mixtec,mim,Unknown,34000,33098,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Buginese,bug,Unknown,4398800,33054,words,0,Cluster 0,Regional,Austronesian,Latin
Mumuye,mzm,Unknown,911000,33011,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Riang (India),ria,Unknown,2400,32692,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Dii,dur,Unknown,74000,32541,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Liangmai Naga,njn,Unknown,76000,32422,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Makhuwa-Shirima,vmk,Unknown,1008000,32364,words,0,Cluster 0,Regional,Niger-Congo,Latin
Tyap,kcg,Unknown,291000,32327,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Plapo Krumen,ktj,Unknown,200,32192,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Gangte,gnb,Unknown,31600,31978,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Tai,taw,Unknown,1000,31640,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Konai,kxw,Unknown,700,31606,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Sirionó,srq,Unknown,190,31601,words,0,Cluster 0,Indigenous,Tupian,Latin
Isthmus-Mecayapan Nahuatl,nhx,Unknown,36700,31582,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Krio,kri,Unknown,964200,31419,words,0,Cluster 0,Indigenous,Creole,Latin
Soli,sby,Unknown,75000,31322,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Pichis Ashéninka,cpu,Unknown,17000,30407,words,0,Cluster 0,Indigenous,Maipurean,Latin
ut-Hun,uth,Unknown,61000,30132,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Algerian Arabic,arq,Unknown,38633000,30130,words,0,Cluster 0,Major Regional,Afro-Asiatic,Non-Latin
Angami Naga,njm,Unknown,171000,29769,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Serer,srr,Unknown,1898300,29660,words,0,Cluster 0,Regional,Niger-Congo,Latin
Selee,snw,Unknown,20000,29636,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Fordata,frd,Unknown,70000,29519,words,0,Cluster 0,Indigenous,Austronesian,Latin
Central Malay,pse,Unknown,2531000,29088,words,0,Cluster 0,Regional,Austronesian,Latin
Southern Toussian,wib,Unknown,45000,28832,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Mayo,mfy,Unknown,181000,28692,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Baga Sitemu,bsp,Unknown,47000,28620,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Sissala,sld,Unknown,34000,28563,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ainu (Japan),ain,Unknown,13300,28563,words,0,Cluster 0,Indigenous,Language isolate,Latin
Ono,ons,Unknown,16000,28471,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Masaaba,myx,Unknown,2572000,28315,words,0,Cluster 0,Regional,Niger-Congo,Latin
Shilluk,shk,Unknown,530200,28305,words,0,Cluster 0,Indigenous,Nilo-Saharan,Latin
Maiadomu,mzz,Unknown,1300,28246,words,0,Cluster 0,Indigenous,Austronesian,Latin
Kurukh,kru,Unknown,5322500,27552,words,0,Cluster 0,Regional,Dravidian,Non-Latin
Baniwa,bwi,Unknown,9800,27385,words,0,Cluster 0,Indigenous,Maipurean,Latin
To'abaita,mlu,Unknown,26000,27329,words,0,Cluster 0,Indigenous,Austronesian,Latin
Maung,mph,Unknown,400,26832,words,0,Cluster 0,Indigenous,Australian,Latin
Lambya,lai,Unknown,237000,26512,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Jola-Kasa,csk,Unknown,72000,26328,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Anyin,any,Unknown,1979100,26288,words,0,Cluster 0,Regional,Niger-Congo,Latin
Tewe,twx,Unknown,403000,26202,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Pokomo,pkb,Unknown,123000,26044,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Salasaca Highland Quichua,qxl,Unknown,21000,26015,words,0,Cluster 0,Indigenous,Quechuan,Latin
Pamona,pmf,Unknown,186000,25881,words,0,Cluster 0,Indigenous,Austronesian,Latin
Machame,jmc,Unknown,833000,25584,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Manado Malay,xmm,Unknown,49000,25547,words,0,Cluster 0,Indigenous,Creole,Latin
Koyraboro Senni Songhai,ses,Unknown,1307000,25540,words,0,Cluster 0,Regional,Nilo-Saharan,Latin
North Bolivian Quechua,qul,Unknown,283000,25313,words,0,Cluster 0,Indigenous,Quechuan,Latin
Kituba (Democratic Republic of Congo),ktu,Unknown,12400000,24998,words,0,Cluster 0,Major Regional,Creole,Latin
Northern Katang,ncq,Unknown,73000,24898,words,0,Cluster 0,Indigenous,Austro-Asiatic,Non-Latin
Santa María Quiegolani Zapotec,zpi,Unknown,2700,24882,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Aché,guq,Unknown,2000,24659,words,0,Cluster 0,Indigenous,Tupian,Latin
Ashéninka Pajonal,cjo,Unknown,15000,24536,words,0,Cluster 0,Indigenous,Maipurean,Latin
Takwane,tke,Unknown,406000,24334,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Havu,hav,Unknown,1114000,24180,words,0,Cluster 0,Regional,Niger-Congo,Latin
Nyaturu,rim,Unknown,1248000,24114,words,0,Cluster 0,Regional,Niger-Congo,Latin
Laari,ldi,Unknown,203200,23847,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Western Penan,pne,Unknown,4600,23756,words,0,Cluster 0,Indigenous,Austronesian,Latin
Wali (Ghana),wlx,Unknown,117000,23446,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Southern Rincon Zapotec,zsr,Unknown,19500,23438,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Dupaninan Agta,duo,Unknown,2000,23334,words,0,Cluster 0,Indigenous,Austronesian,Latin
Western Dani,dnw,Unknown,275000,22563,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Kaba,ksp,Unknown,194000,22504,words,0,Cluster 0,Indigenous,Nilo-Saharan,Latin
Huarijio,var,Unknown,2200,22461,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
Rungus,drg,Unknown,77000,22300,words,0,Cluster 0,Indigenous,Austronesian,Latin
Taupota,tpa,Unknown,1280,22009,words,0,Cluster 0,Indigenous,Austronesian,Latin
Western Arrarnta,are,Unknown,500,21348,words,0,Cluster 0,Indigenous,Australian,Latin
Northern Tepehuan,ntp,Unknown,7700,21329,words,0,Cluster 0,Indigenous,Uto-Aztecan,Latin
North Marquesan,mrq,Unknown,6000,20955,words,0,Cluster 0,Indigenous,Austronesian,Latin
Yemba,ybb,Unknown,750000,20923,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Datooga,tcc,Unknown,217000,20707,words,0,Cluster 0,Indigenous,Nilo-Saharan,Latin
Wichí Lhamtés Vejoz,wlv,Unknown,32000,20686,words,0,Cluster 0,Indigenous,Matacoan,Latin
Northern Luri,lrc,Unknown,3088000,20529,words,0,Cluster 0,Regional,Indo-European,Non-Latin
Una,mtg,Unknown,6300,20423,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Rukai,dru,Unknown,13000,20309,words,0,Cluster 0,Indigenous,Austronesian,Latin
Pijin,pis,Unknown,57600,20030,words,0,Cluster 0,Indigenous,Creole,Latin
Southern Kalinga,ksc,Unknown,20000,19496,words,0,Cluster 0,Indigenous,Austronesian,Latin
Borgu Fulfulde,fue,Unknown,903700,19403,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Upper Guinea Crioulo,pov,Unknown,561000,19145,words,0,Cluster 0,Indigenous,Creole,Latin
Culina,cul,Unknown,7200,18980,words,0,Cluster 0,Indigenous,Arauan,Latin
Islander Creole English,icr,Unknown,30000,18680,words,0,Cluster 0,Indigenous,Creole,Latin
Cajonos Zapotec,zad,Unknown,7900,18401,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Southern East Cree,crj,Unknown,9700,18331,words,0,Cluster 0,Indigenous,Algic,Non-Latin
Ngazidja Comorian,zdj,Unknown,438700,18316,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ma'di,mhi,Unknown,432500,18116,words,0,Cluster 0,Indigenous,Nilo-Saharan,Latin
Laki,lki,Unknown,710000,17581,words,0,Cluster 0,Indigenous,Indo-European,Non-Latin
Karajá,kpj,Unknown,4900,17093,words,0,Cluster 0,Indigenous,Karajá,Latin
Koma,kmy,Unknown,80400,16968,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Namiae,nvm,Unknown,2300,16966,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Ambo-Pasco Quechua,qva,Unknown,123000,16478,words,0,Cluster 0,Indigenous,Quechuan,Latin
Fataluku,ddg,Unknown,49070,15761,words,0,Cluster 0,Indigenous,Trans-New Guinea,Latin
Pisaflores Tepehua,tpp,Unknown,6300,15151,words,0,Cluster 0,Indigenous,Totonacan,Latin
Brooke's Point Palawano,plw,Unknown,14000,14950,words,0,Cluster 0,Indigenous,Austronesian,Latin
Ngiti,niy,Unknown,291000,14533,words,0,Cluster 0,Indigenous,Nilo-Saharan,Latin
Northern Pame,pmq,Unknown,500,14413,words,0,Cluster 0,Indigenous,Otomanguean,Latin
Warao,wba,Unknown,49000,14354,words,0,Cluster 0,Indigenous,Language isolate,Latin
Chokwe,cjk,Unknown,4161700,14075,words,0,Cluster 0,Regional,Niger-Congo,Latin
Tobelo,tlb,Unknown,38000,13888,words,0,Cluster 0,Indigenous,West Papuan,Latin
Lamkang,lmk,Unknown,9000,13880,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Shor,cjs,Unknown,10800,13723,words,0,Cluster 0,Indigenous,Turkic,Non-Latin
Timugon Murut,tih,Unknown,11000,13541,words,0,Cluster 0,Indigenous,Austronesian,Latin
Shughni,sgh,Unknown,148000,13457,words,0,Cluster 0,Indigenous,Indo-European,Non-Latin
Beaver,bea,Unknown,1330,13451,words,0,Cluster 0,Indigenous,Eyak-Athabaskan,Latin
Ot Danum,otd,Unknown,98000,13388,words,0,Cluster 0,Indigenous,Austronesian,Latin
Tanimuca-Retuarã,tnc,Unknown,1400,13019,words,0,Cluster 0,Indigenous,Tucanoan,Latin
Malawi Sena,swk,Unknown,805000,12991,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Ma'anyan,mhy,Unknown,579000,12803,words,0,Cluster 0,Indigenous,Austronesian,Latin
Lundayeh,lnd,Unknown,60600,12649,words,0,Cluster 0,Indigenous,Austronesian,Latin
Timne,tem,Unknown,2124500,12583,words,0,Cluster 0,Regional,Niger-Congo,Latin
Pwo Northern Karen,pww,Unknown,86000,12318,words,0,Cluster 0,Indigenous,Sino-Tibetan,Non-Latin
Adi,adi,Unknown,191490,12213,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Simte,smt,Unknown,9000,11885,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Santiago del Estero Quichua,qus,Unknown,69800,11772,words,0,Cluster 0,Indigenous,Quechuan,Latin
Nsenga,nse,Unknown,1179000,11628,words,0,Cluster 0,Regional,Niger-Congo,Latin
Mampruli,maw,Unknown,454000,11547,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Sankaran Maninka,msc,Unknown,127000,11511,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Phom Naga,nph,Unknown,61000,11349,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Dhangu-Djangu,dhg,Unknown,200,11272,words,0,Cluster 0,Indigenous,Australian,Latin
Konyak Naga,nbe,Unknown,276200,11054,words,0,Cluster 0,Indigenous,Sino-Tibetan,Latin
Gungu,rub,Unknown,127000,10892,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Soga,xog,Unknown,4325400,10864,words,0,Cluster 0,Regional,Niger-Congo,Latin
Wayana,way,Unknown,1740,10743,words,0,Cluster 0,Indigenous,Cariban,Latin
Ngiemboon,nnh,Unknown,484000,10632,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Sadri,sck,Unknown,586000,10576,words,0,Cluster 0,Indigenous,Indo-European,Non-Latin
Rajbanshi,rjs,Unknown,148700,10056,words,0,Cluster 0,Indigenous,Indo-European,Non-Latin
Tampulma,tpm,Unknown,28000,10019,words,0,Cluster 0,Indigenous,Niger-Congo,Latin
Bahnar,bdq,Unknown,302000,10015,words,0,Cluster 0,Indigenous,Austro-Asiatic,Latin
Tamil,tam,Unknown,86344340,1956295569,words,1,Cluster 1,Major Regional,Dravidian,Non-Latin
Kazakh,kaz,Unknown,21361340,1894859216,words,1,Cluster 1,Major Regional,Turkic,Non-Latin
Icelandic,isl,Unknown,326030,1714501973,words,1,Cluster 1,Indigenous,Indo-European,Latin
Nepali (individual language),npi,Unknown,33110360,1661495795,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Filipino,fil,Unknown,90000000,1650196919,words,1,Cluster 1,Major Regional,Austronesian,Latin
Macedonian,mkd,Unknown,1737030,1627567163,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Afrikaans,afr,Unknown,18124960,1610355940,words,1,Cluster 1,Major Regional,Indo-European,Latin
Marathi,mar,Unknown,99262870,1557496716,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Georgian,kat,Unknown,3956510,1451710558,words,1,Cluster 1,Regional,Kartvelian,Non-Latin
Northern Uzbek,uzn,Unknown,29407440,1244774446,words,1,Cluster 1,Major Regional,Turkic,Non-Latin
Galician,glg,Unknown,3378300,1237951458,words,1,Cluster 1,Regional,Indo-European,Latin
Belarusian,bel,Unknown,3739930,1176809713,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Malayalam,mal,Unknown,38180200,1067660360,words,1,Cluster 1,Major Regional,Dravidian,Non-Latin
Gujarati,guj,Unknown,62473620,943489396,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Telugu,tel,Unknown,95814020,917683144,words,1,Cluster 1,Major Regional,Dravidian,Non-Latin
Burmese,mya,Unknown,44392800,862916497,words,1,Cluster 1,Major Regional,Sino-Tibetan,Non-Latin
Moroccan Arabic,ary,Unknown,40213000,848490839,words,1,Cluster 1,Major Regional,Afro-Asiatic,Non-Latin
Halh Mongolian,khk,Unknown,2948340,832003565,words,1,Cluster 1,Regional,Mongolic,Non-Latin
Kannada,kan,Unknown,58706690,757254806,words,1,Cluster 1,Major Regional,Dravidian,Non-Latin
Basque,eus,Unknown,1086860,719129161,words,1,Cluster 1,Regional,Language isolate,Latin
Khmer,khm,Unknown,18994330,674447890,words,1,Cluster 1,Major Regional,Austro-Asiatic,Non-Latin
Armenian,hye,Unknown,3753752,640146005,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Swahili (individual language),swh,Unknown,87160700,575383740,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Panjabi,pan,Unknown,36516310,533554094,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Welsh,cym,Unknown,550230,528672066,words,1,Cluster 1,Indigenous,Indo-European,Latin
Norwegian Nynorsk,nno,Unknown,5498180,528126159,words,1,Cluster 1,Regional,Indo-European,Latin
Sinhala,sin,Unknown,20222790,517559749,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Irish,gle,Unknown,1201140,419596485,words,1,Cluster 1,Regional,Indo-European,Latin
Kirghiz,kir,Unknown,6089830,401382122,words,1,Cluster 1,Regional,Turkic,Non-Latin
Tajik,tgk,Unknown,10574420,399905099,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Somali,som,Unknown,24692650,372370508,words,1,Cluster 1,Major Regional,Afro-Asiatic,Latin
Egyptian Arabic,arz,Unknown,118567230,347282986,words,1,Cluster 1,Major Global,Afro-Asiatic,Non-Latin
Southern Pashto,pbt,Unknown,21714820,340584091,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Odia,ory,Unknown,39533607,339080258,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Betawi,bew,Unknown,6810000,330257516,words,1,Cluster 1,Regional,Creole,Latin
Narom,nrm,Unknown,4000,297951297,words,1,Cluster 1,Indigenous,Austronesian,Latin
Maltese,mlt,Unknown,544740,289642511,words,1,Cluster 1,Indigenous,Afro-Asiatic,Latin
Najdi Arabic,ars,Unknown,20856530,272315862,words,1,Cluster 1,Major Regional,Afro-Asiatic,Non-Latin
Amharic,amh,Unknown,60001030,242228967,words,1,Cluster 1,Major Regional,Afro-Asiatic,Non-Latin
Esperanto,epo,Unknown,101000,241554163,words,1,Cluster 1,Indigenous,Constructed language,Latin
Central Kurdish,ckb,Unknown,6050990,238907619,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Northern Kurdish,kmr,Unknown,17152020,223799813,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Fiji Hindi,hif,Unknown,331570,214109686,words,1,Cluster 1,Indigenous,Indo-European,Latin
Lao,lao,Unknown,4650870,191653935,words,1,Cluster 1,Regional,Kra-Dai,Non-Latin
Luxembourgish,ltz,Unknown,477500,181872913,words,1,Cluster 1,Indigenous,Indo-European,Latin
Tatar,tat,Unknown,4847590,168362608,words,1,Cluster 1,Regional,Turkic,Non-Latin
Scottish Gaelic,gla,Unknown,73510,168200508,words,1,Cluster 1,Indigenous,Indo-European,Latin
Sindhi,snd,Unknown,36890560,166969381,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Plateau Malagasy,plt,Unknown,7549160,165617335,words,1,Cluster 1,Regional,Austronesian,Latin
Yue Chinese,yue,Unknown,85716890,158749365,words,1,Cluster 1,Major Regional,Sino-Tibetan,Non-Latin
Tibetan,bod,Unknown,1220270,145186834,words,1,Cluster 1,Regional,Sino-Tibetan,Non-Latin
Javanese,jav,Unknown,69193700,140982809,words,1,Cluster 1,Major Regional,Austronesian,Latin
Haitian,hat,Unknown,13674080,136482386,words,1,Cluster 1,Major Regional,Creole,Latin
Cebuano,ceb,Unknown,21404110,133905527,words,1,Cluster 1,Major Regional,Austronesian,Latin
Hmong Daw,mww,Unknown,2059400,132379106,words,1,Cluster 1,Regional,Hmong-Mien,Latin
Western Frisian,fry,Unknown,720840,131479658,words,1,Cluster 1,Indigenous,Indo-European,Latin
Kinyarwanda,kin,Unknown,15297350,128096363,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Maori,mri,Unknown,228600,122438118,words,1,Cluster 1,Indigenous,Austronesian,Latin
Xhosa,xho,Unknown,19216300,116865271,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Uighur,uig,Unknown,13562992,113488238,words,1,Cluster 1,Major Regional,Turkic,Non-Latin
Papiamento,pap,Unknown,318100,108656796,words,1,Cluster 1,Indigenous,Creole,Latin
Faroese,fao,Unknown,69000,102319503,words,1,Cluster 1,Indigenous,Indo-European,Latin
Turkmen,tuk,Unknown,7797920,101704079,words,1,Cluster 1,Regional,Turkic,Non-Latin
Assamese,asm,Unknown,23648240,99512649,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Eastern Yiddish,ydd,Unknown,451887,94860777,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Samoan,smo,Unknown,433940,93188319,words,1,Cluster 1,Indigenous,Austronesian,Latin
Dhivehi,div,Unknown,499500,91997853,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Bashkir,bak,Unknown,1175840,80613307,words,1,Cluster 1,Regional,Turkic,Non-Latin
Southern Sotho,sot,Unknown,13524700,80034217,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Corsican,cos,Unknown,121000,79676327,words,1,Cluster 1,Indigenous,Indo-European,Latin
Western Armenian,hyw,Unknown,2033530,76659620,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Igbo,ibo,Unknown,33715730,76366256,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Hawaiian,haw,Unknown,8000,75946136,words,1,Cluster 1,Indigenous,Austronesian,Latin
Sundanese,sun,Unknown,38600000,74143911,words,1,Cluster 1,Major Regional,Austronesian,Latin
Zulu,zul,Unknown,27804600,72080210,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Nyanja,nya,Unknown,14507700,63283501,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Yoruba,yor,Unknown,49883270,59421050,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Shona,sna,Unknown,14099680,52399161,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Lushai,lus,Unknown,959750,49451606,words,1,Cluster 1,Indigenous,Sino-Tibetan,Latin
Asturian,ast,Unknown,709000,48040257,words,1,Cluster 1,Indigenous,Indo-European,Latin
Southern Kurdish,sdh,Unknown,6000000,43620019,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Yakut,sah,Unknown,378000,43345988,words,1,Cluster 1,Indigenous,Turkic,Non-Latin
Chuvash,chv,Unknown,742370,39628581,words,1,Cluster 1,Indigenous,Turkic,Non-Latin
